,show_id,type,title,day,month,year,duration,duration_unit,rating,director,cast,country,date_added,listed_in,description
4321,80194558,TV Show,Selection Day,28,12,2018,1,Season,TV-14,,"Mohammad Samad, Yash Shashank Dholye, Rajesh Tailang, Mahesh Manjrekar, Karanvir Malhotra, Ratna Pathak Shah, Akshay Oberoi",India,2018-12-28,"International TV Shows, TV Dramas, Teen TV Shows",Two teen cricket prodigies struggle against their overbearing father and a system stacked against them to realize their own ambitions and identities.
4328,81010817,TV Show,Kevin Hart: Don’t F**k This Up,27,12,2019,1,Season,TV-MA,,,United States,2019-12-27,Docuseries,"Amid turmoil in his career and marriage, comedian and film star Kevin Hart opens up about his personal breakthroughs as he navigates crises and fame."
4329,81037848,TV Show,The Gift,27,12,2019,1,Season,TV-MA,,"Beren Saat, Mehmet Günsür, Metin Akdülger, Melisa Şenolsun, Başak Köklükaya, Civan Canova, Tim Seyfi, Meral Çetinkaya, Hazal Türesan, Cezmi Baskın",Turkey,2019-12-27,"International TV Shows, TV Dramas, TV Mysteries",A painter in Istanbul embarks on a personal journey as she unearths universal secrets about an Anatolian archaeological site and its link to her past.
4335,80204885,TV Show,Towies,27,12,2017,1,Season,TV-MA,,,,2017-12-27,"International TV Shows, Reality TV",Australia's toughest tow truck operators work to keep Queensland's streets clear of overturned semis and other automotive disasters.
4336,80116839,TV Show,Chasing Cameron,27,12,2016,1,Season,TV-14,,"Cameron Dallas, Aaron Carpenter, Taylor Caniff, Willie Jones, Trey Schafer, Bart Bordelon, Blake Gray",United States,2016-12-27,"Reality TV, Teen TV Shows",Go behind the scenes with social media sensation Cameron Dallas as he takes his career to the next level on an international tour.
4337,80225085,TV Show,Fast & Furious Spy Racers,26,12,2019,1,Season,TV-Y7-FV,,"Tyler Posey, Charlet Chung, Jorge Diaz, Camille Ramsey, Luke Youngblood, Renée Elise Goldsberry",United States,2019-12-26,Kids' TV,A government agency recruits teen driver Tony Toretto and his thrill-seeking friends to infiltrate a criminal street racing circuit as undercover spies.
4339,80213020,TV Show,The Bonfire of Destiny,26,12,2019,1,Season,TV-MA,,"Audrey Fleurot, Julie de Bona, Camille Lou, Gilbert Melki, Josiane Balasko, Antoine Duléry, Florence Pernel, Théo Fernandez, Victor Meutelet, François-David Cardonnel, Stéphane Guillon, Aurélien Wiik, Gilles Cohen",France,2019-12-26,"International TV Shows, TV Dramas","After a devastating fire in 1897 Paris, three women find their lives upended by betrayals, deceptions and romantic turmoil. Inspired by real events."
4342,80211991,TV Show,You,26,12,2018,1,Season,TV-MA,Lee Toland Krieger,"Penn Badgley, Elizabeth Lail, Shay Mitchell, John Stamos, Luca Padovan, Zach Cherry",United States,2018-12-26,"Crime TV Shows, Romantic TV Shows, TV Dramas","Obsessed with an aspiring writer, a charming bookstore manager goes to extreme measures to insert himself into her life."
4346,80037129,TV Show,Ezel,26,12,2016,1,Season,TV-14,,"Kenan İmirzalıoğlu, Cansu Dere, Haluk Bilginer, Yiğit Özşener, Barış Falay, Burçin Terzioğlu, Bade İşçil, Sarp Akkaya, İpek Bilgin, Salih Kalyon, Tuncel Kurtiz, Sedef Avcı, Berrak Tüzünataç, İsmail Filiz",Turkey,2016-12-26,"Crime TV Shows, International TV Shows, TV Dramas",A young man framed for a crime escapes a prison sentence by faking his own death and assuming a new identity as he seeks revenge.
4347,80037176,TV Show,Kaçak,26,12,2016,1,Season,TV-14,,"Gürkan Uygun, Mustafa Avkıran, Berk Hakman, Begüm Birgören, Özlem Yılmaz, Yağmur Tanrısevsin, İnanç Konukçu, Hasan Küçükçetin, Metin Coşkun, Selda Özer, Yağız Atakan Savaş, Burak Deniz, Cengiz Sezici, Haluk Bilginer, Tuğba Melis Türk",Turkey,2016-12-26,"Crime TV Shows, International TV Shows, TV Action & Adventure",A cop who killed a mobster's son and fled to a small town with a changed identity finds his quiet new life disrupted when he becomes a local hero.
4348,80037484,TV Show,Kurt Seyit & Sura,26,12,2016,1,Season,TV-14,,"Kıvanç Tatlıtuğ, Farah Zeynep Abdullah, Fahriye Evcen, Ushan Çakır, Birkan Sokullu",Turkey,2016-12-26,"International TV Shows, Romantic TV Shows, TV Dramas",A Turkish lieutenant and the daughter of Russian nobles fight for their love against forces of family and social expectation and historical events.
4349,80120301,TV Show,Mahmut & Meryem,26,12,2016,1,Season,TV-14,,"Aras Bulut İynemli, Eva Dedova, Fahreddin Manafov, Melahat Abbasova, Polat Bilgin, Mehmet Çevik, Shamil Suleimanov, Şafak Başkaya, İlker Kızmaz, Kristina Krepela, Ufuk Şen","Turkey, Azerbaijan",2016-12-26,"International TV Shows, Romantic TV Shows, TV Dramas","In the 16th century, the heir to a Muslim empire embarks on a dangerous journey to find his true love, who was taken away by her Christian father."
4360,80225526,TV Show,Part-Time Idol,25,12,2017,1,Season,TV-14,,"Hee-jeong Kim, Seung-un Hwang, Soo-hyun Lee, Hyun-bin Kwon, Young-deuk Kwon, Kim Min-kyo",,2017-12-25,"International TV Shows, Korean TV Shows, TV Comedies","After taking a break from the business, a music producer returns with a new project in mind: launching a co-ed pop idol group."
4361,80195377,TV Show,Planet Earth II,25,12,2017,1,Season,TV-G,,David Attenborough,United Kingdom,2017-12-25,"British TV Shows, Docuseries, Science & Nature TV","In this sequel to the Emmy-winning ""Planet Earth"" series, viewers are treated to rich and intimate views of the natural diversity of our planet."
4363,80042177,TV Show,Sammy & Co,25,12,2015,1,Season,TV-G,,,France,2015-12-25,"Kids' TV, TV Comedies","In an underwater village bordering a tropical island, two young turtles and their pals keep their home safe and enjoy adventures in the big, wild sea."
4366,80997338,TV Show,Hi Score Girl,24,12,2018,1,Season,TV-PG,,"Kohei Amasaki, Sayumi Suzushiro, Yuuki Hirose, Kazuyuki Okitsu, Daiki Yamashita, Daria Midou, Satomi Arai, Shizuka Ito, Cho, Chinatsu Akasaki, Tomokazu Sugita, Yuichi Nakamura, Kana Ueda, Taketora, Hochu Otsuka, Hiroki Yasumoto",Japan,2018-12-24,"Anime Series, International TV Shows, Romantic TV Shows","A chronic gamer abysmally inept in academics and sports finally meets his match at his usual shady arcade – and it’s his rich classmate, Akira."
4367,80210736,TV Show,Stand Up and Away! with Brian Regan,24,12,2018,1,Season,TV-14,,Brian Regan,United States,2018-12-24,"Stand-Up Comedy & Talk Shows, TV Comedies",Brian Regan blends his trademark observational stand-up with short sketches and a bit of audience interaction in this hybrid comedy series.
4368,81020728,TV Show,Way Back into Love,24,12,2018,1,Season,TV-PG,,"June Tsai, Ray Chang, Lung Shao-hua, Yi-Wen Yen, Ching-kuan Wang, Mai Sato",Taiwan,2018-12-24,"International TV Shows, Romantic TV Shows, TV Comedies","After years in the U.S., a Taiwanese immigrant returns to her hometown with a young daughter in tow to assist her father with his bed-and-breakfast."
4369,80153226,TV Show,Ninja Hattori,23,12,2018,1,Season,TV-Y7,,"Junko Hori, Masako Sugaya, Yuko Mita, Kaneta Kimotsuki, Kenichi Ogata, Eiko Yamada, Yuzuru Fujimoto, Yuri Nashiwa, Runa Akiyama, Issei Futamata",Japan,2018-12-23,"Anime Series, Kids' TV","Elementary school student Kenichi Mitsuba's household gains a surprising new member: Kanzo Hattori, a mischievous but helpful young ninja."
4371,80107989,TV Show,Watership Down,23,12,2018,1,Season,TV-PG,Noam Murro,"James McAvoy, Nicholas Hoult, John Boyega, Ben Kingsley, Tom Wilkinson, Gemma Arterton, Peter Capaldi, Olivia Colman, Mackenzie Crook, Anne-Marie Duff, Taron Egerton, James Faulkner, Freddie Fox, Lee Ingleby, Miles Jupp, Daniel Kaluuya, Rory Kinnear, Craig Parkinson, Rosamund Pike, Daniel Rigby, Jason Watkins","Ireland, United Kingdom, United States",2018-12-23,"British TV Shows, International TV Shows, TV Action & Adventure",A warren of rabbits battles many threats on their daring journey to find a new home in this adaptation of the classic novel by Richard Adams.
4373,80158649,TV Show,Myths & Monsters,23,12,2017,1,Season,TV-14,Daniel Kontur,Nicholas Day,United Kingdom,2017-12-23,"British TV Shows, Docuseries",This documentary series takes us to the mythic landscapes of Europe to explore some of most enduring legends produced by European culture.
4378,81039096,TV Show,Demon's Path,22,12,2018,1,Season,TV-MA,,"Wai Ai, Jim Chim Sui Man, Kwok-Pong Chan, Felix Lok, Sham Ka Ki, Elanne Kong, Kate Yeung, Ong Yi-hing, Sunny Lau",,2018-12-22,"Crime TV Shows, International TV Shows, TV Dramas","To catch three criminal masterminds, a group of cops teams up with a forensic pathologist who can see a murder victim's final moments before death."
4381,81032874,TV Show,Single Ladies Senior,22,12,2018,1,Season,TV-14,,"Summer Meng, Christina Mok, Alina Cheng, Bonnie Wang",,2018-12-22,"International TV Shows, Romantic TV Shows, TV Dramas",Four best friends and spirited career women navigate the treacherous world of romance – even as it stands in the way of work and friendship.
4382,80165247,TV Show,72 Dangerous Animals: Latin America,22,12,2017,1,Season,TV-14,,Bob Brisbane,"Australia, United States",2017-12-22,"Docuseries, International TV Shows, Science & Nature TV","Powerful cats, indestructible arachnids and flesh-melting pit vipers are just the beginning in this series about Latin America's deadliest creatures."
4387,80207124,TV Show,7 Days Out,21,12,2018,1,Season,TV-PG,,,United States,2018-12-21,Docuseries,"Witness the excitement and drama behind the scenes in the seven days leading up to major live events in the worlds of sports, fashion, space and food."
4390,80172145,TV Show,Diablero,21,12,2018,1,Season,TV-MA,,"Christopher Von Uckermann, Horacio García Rojas, Gisselle Kuri, Fátima Molina, Dolores Heredia, Humberto Busto, Quetzalli Cortés, Alexa Martin, Flavio Medina, Dulce Neri, Mariana Botas",Mexico,2018-12-21,"International TV Shows, Spanish-Language TV Shows, TV Action & Adventure","When a young girl goes missing in a big city, a desperate priest joins a demon hunter and his motley crew on an otherworldly mission to find her."
4391,81032872,TV Show,Jojo's World,21,12,2018,1,Season,TV-14,,"Tia Lee, In Deok Hwang, Yen-j, Jason Hsu, Andy Wu, Sharon Hsu",Taiwan,2018-12-21,"International TV Shows, Romantic TV Shows, TV Comedies","Diagnosed with a condition that could make her infertile, a career woman must choose one of four bachelors to make a baby with before time runs out."
4392,81032873,TV Show,Lion Pride,21,12,2018,1,Season,TV-14,,"Yen Tsao, Amanda Chou, Kevin Liu, Peace Yang, Kenny Wen, Tzu-chiang Chao, Vince Kao, Lin Ching-Tai, Lin He Xuan, Michael Yang",Taiwan,2018-12-21,"International TV Shows, Romantic TV Shows, TV Comedies","After crossing paths at a crime scene, a renowned math teacher and an antiques appraiser embark on an unexpected journey of love and self-discovery."
4393,81032867,TV Show,Love @ Seventeen,21,12,2018,1,Season,TV-14,,"Lego Lee, Nikki Hsin-Ying Hsieh, Edison Wang, Amanda Chou",Taiwan,2018-12-21,"International TV Shows, Romantic TV Shows, TV Dramas","Radically changed by a misunderstanding 13 years ago, a biotech expert runs into an old flame and suffers an illness that takes her back to the past."
4394,80200596,TV Show,Perfume,21,12,2018,1,Season,TV-MA,,"Friederike Becht, August Diehl, Wotan Wilke Möhring, Natalia Belitski, Ken Duken, Trystan Pütter, Christian Friedel, Juergen Maurer, Marc Hosemann, Susanne Wuest",Germany,2018-12-21,"Crime TV Shows, International TV Shows, TV Dramas","When a singer is found murdered, with her scent glands excised from her body, detectives probe a group of friends who attended boarding school with her."
4395,80997339,TV Show,Sirius the Jaeger,21,12,2018,1,Season,TV-MA,,"Yuto Uemura, Takahiro Sakurai, Kenyu Horiuchi, Nanako Mori, Yusuke Kobayashi, Shunsuke Takeuchi, Junji Majima, Rie Takahashi, Hinata Tadokoro, Kenjiro Tsuda, Takehito Koyasu, Sayaka Ohara, Nobuo Tobita",Japan,2018-12-21,"Anime Series, International TV Shows, TV Thrillers","In imperial Tokyo, a group calling themselves ""Jaegers"" secretly hunt the vampires seeking the Ark of Sirius. Among them is young werewolf, Yuliy."
4399,81007175,TV Show,Wolf,21,12,2018,1,Season,TV-MA,,"Ahu Türkpençe, Serkan Çayoğlu, Murat Arkin, Emir Benderlioğlu, Firat Doğruloğlu, Ahmet Pinar, Mesut Akusta",Turkey,2018-12-21,"International TV Shows, TV Action & Adventure, TV Dramas","Tasked with risky missions across Turkey, members of a special-operations police unit confront danger and tragedy both on the field and at home."
4404,81157169,TV Show,Agent,20,12,2019,1,Season,TV-MA,,"Khumbulani Kay Sibiya, Sisanda Henna, Tarynn Wyngaard, Anthony Oseyemi, Virgile Bramly, Manie Malone, Yannick Konnan, Vinaya Sungkur, Michaella Russell, Thabo Malema","Mauritius, South Africa",2019-12-20,"International TV Shows, TV Dramas","A former footballer tries to make it as a player agent in the world of African soccer, but a secret from his past threatens to destroy everything."
4410,80189685,TV Show,The Witcher,20,12,2019,1,Season,TV-MA,,"Henry Cavill, Anya Chalotra, Freya Allan, Jodhi May, MyAnna Buring, Joey Batey, Eamon Farren, Mimi Ndiweni, Björn Hlynur Haraldsson, Adam Levy, Lars Mikkelsen, Royce Pierreson, Wilson Radjou-Pujalte, Anna Shaffer","Poland, United States",2019-12-20,"TV Action & Adventure, TV Dramas, TV Mysteries","Geralt of Rivia, a mutated monster-hunter for hire, journeys toward his destiny in a turbulent world where people often prove more wicked than beasts."
4414,80040119,TV Show,Durarara!!,20,12,2018,1,Season,TV-14,,"Toshiyuki Toyonaga, Miyuki Sawashiro, Mamoru Miyano, Kana Hanazawa, Hiroshi Kamiya, Daisuke Ono, Jun Fukuyama, Yuichi Nakamura, Yuki Kaji, Ayahi Takagaki, Kazuma Horie, Sanae Kobayashi, Takaya Kuroda, Kari Wahlgren, Darrel Guilbeau, Bryce Papenbrook, Michelle Ruff, Johnny Yong Bosch, Crispin Freeman, Yuri Lowenthal, Steve Blum",Japan,2018-12-20,"Anime Series, Crime TV Shows, International TV Shows","A young man looking for excitement moves to Ikebukuro, a district in Tokyo, where he finds a world of mystery in which the past and present mesh."
4419,70221084,TV Show,Dance Academy,20,12,2017,1,Season,TV-PG,,"Xenia Goodwin, Alicia Banit, Dena Kaplan, Isabel Durant, Thom Green, Jordan Rodrigues, Thomas Lacey, Tim Pocock, Tara Morice",Australia,2017-12-20,"International TV Shows, Romantic TV Shows, TV Dramas",Fifteen-year-old Tara Webster's dream of dancing comes true when she gets into a top dance academy. She soon realizes dancing is only half the battle.
4428,80202133,TV Show,Nightflyers,2,12,2019,1,Season,TV-MA,,"Eoin Macken, David Ajala, Jodie Turner-Smith, Angus Sampson, Sam Strike, Maya Eshet, Brían F. O'Byrne, Gretchen Mol, Miranda Raison",United States,2019-12-02,"TV Horror, TV Mysteries, TV Sci-Fi & Fantasy","With humankind's future at stake, a group of scientists and a powerful telepath venture into the void aboard a spaceship full of secrets."
4429,81004280,TV Show,Memories of the Alhambra,2,12,2018,1,Season,TV-14,,"Hyun Bin, Park Shin-hye, Park Hoon, Kim Yong-rim, Chanyeol, Lee Re, Lee Hak Joo, Lee Si-won, Kim Eui-sung",South Korea,2018-12-02,"Crime TV Shows, International TV Shows, Korean TV Shows","While looking for the cryptic creator of an innovative augmented-reality game, an investment firm executive meets a woman who runs a hostel in Spain."
4435,80106265,TV Show,Pacific Heat,2,12,2016,1,Season,TV-14,,"Rob Sitch, Santo Cilauro, Tom Gleisner, Rebecca Massey, Lucia Mastrantone",Australia,2016-12-02,"Crime TV Shows, TV Comedies","In this animated satire, a covert squad of operatives short on smarts but long on confidence tackles crime on the glitzy Gold Coast of Australia."
4438,80081754,TV Show,Power Rangers Dino Charge,2,12,2015,1,Season,TV-Y7,,"Brennan Mejia, Camille Hyde, Yoshi Sudarso, Michael Taber, James Davies, Claire Blackwelder",United States,2015-12-02,Kids' TV,"In the time of dinosaurs, the ancient and powerful Energems were lost on Earth, and now the evil bounty hunter Sledge has returned to find them."
